regn_no,semester,GP,SGPA,CGPA,EAA
2314141,1,239.0,8.85,,Satisfactory
2314142,1,231.0,8.56,,Satisfactory
2314143,1,206.0,7.63,,Satisfactory
2314144,1,233.0,8.63,,Satisfactory
2314145,1,180.0,6.67,,Satisfactory
2314146,1,229.0,8.48,,Satisfactory
2314147,1,231.0,8.56,,Satisfactory
2314148,1,211.0,7.81,,Satisfactory
2314149,1,202.0,7.48,,Satisfactory
2314150,1,28.0,1.04,,Satisfactory
2314151,1,227.0,8.41,,Satisfactory
2314152,1,202.0,7.48,,Satisfactory
2314153,1,192.0,7.11,,Satisfactory
2314154,1,232.0,8.59,,Satisfactory
2314155,1,191.0,7.07,,Satisfactory
2314156,1,152.0,5.63,,Satisfactory
2314157,1,195.0,7.22,,Satisfactory
2314158,1,165.0,6.11,,Satisfactory
2314159,1,172.0,6.37,,Satisfactory
2314160,1,245.0,9.07,,Satisfactory
2314161,1,138.0,5.11,,Satisfactory
2314162,1,125.0,4.63,,Satisfactory
2314163,1,127.0,4.7,,Satisfactory
2314164,1,134.0,4.96,,Satisfactory
2315001,1,250.0,8.93,,Satisfactory
2315002,1,240.0,8.57,,Satisfactory
2315003,1,193.0,6.89,,Satisfactory
2315004,1,126.0,4.5,,Satisfactory
2315005,1,223.0,7.96,,Satisfactory
2315006,1,155.0,5.54,,Satisfactory
2315007,1,230.0,8.21,,Satisfactory
2315008,1,242.0,8.64,,Satisfactory
2315009,1,216.0,7.71,,Satisfactory
2315010,1,237.0,8.46,,Satisfactory
2315011,1,220.0,7.86,,Satisfactory
2315012,1,202.0,7.21,,Satisfactory
2315013,1,251.0,8.96,,Satisfactory
2315014,1,204.0,7.29,,Satisfactory
2315015,1,207.0,7.39,,Satisfactory
2315016,1,213.0,7.61,,Satisfactory
2315017,1,193.0,6.89,,Satisfactory
2315018,1,176.0,6.29,,Satisfactory
2315019,1,222.0,7.93,,Satisfactory
2315020,1,211.0,7.54,,Satisfactory
2315021,1,219.0,7.82,,Satisfactory
2315022,1,197.0,7.04,,Satisfactory
2315023,1,196.0,7.0,,Satisfactory
2315024,1,183.0,6.54,,Satisfactory
2315025,1,224.0,8.0,,Satisfactory
2315026,1,138.0,4.93,,Satisfactory
2315027,1,184.0,6.57,,Satisfactory
2315028,1,218.0,7.79,,Satisfactory
2315029,1,199.0,7.11,,Satisfactory
2315030,1,170.0,6.07,,Satisfactory
2315031,1,240.0,8.57,,Satisfactory
2315032,1,229.0,8.18,,Satisfactory
2315033,1,169.0,6.04,,Satisfactory
2315034,1,240.0,8.57,,Satisfactory
2315035,1,198.0,7.07,,Satisfactory
2315036,1,207.0,7.39,,Satisfactory
2315037,1,210.0,7.5,,Satisfactory
2315038,1,213.0,7.61,,Satisfactory
2315039,1,255.0,9.11,,Satisfactory
2315040,1,238.0,8.5,,Satisfactory
2315041,1,14.0,0.5,,Satisfactory
2315042,1,195.0,6.96,,Satisfactory
2315043,1,236.0,8.43,,Satisfactory
2315044,1,139.0,4.96,,Satisfactory
2315045,1,206.0,7.36,,Satisfactory
2315046,1,207.0,7.39,,Satisfactory
2315047,1,175.0,6.25,,Satisfactory
2315048,1,203.0,7.25,,Satisfactory
2315049,1,154.0,5.5,,Satisfactory
2315050,1,222.0,7.93,,Satisfactory
2315051,1,244.0,8.71,,Satisfactory
2315052,1,253.0,9.04,,Satisfactory
2315053,1,183.0,6.54,,Satisfactory
2315054,1,183.0,6.54,,Satisfactory
2315055,1,240.0,8.57,,Satisfactory
2315056,1,218.0,7.79,,Satisfactory
2315057,1,217.0,7.75,,Satisfactory
2315058,1,216.0,7.71,,Satisfactory
2315059,1,206.0,7.36,,Satisfactory
2315060,1,205.0,7.32,,Satisfactory
2315061,1,212.0,7.57,,Satisfactory
2315062,1,147.0,5.25,,Satisfactory
2315063,1,214.0,7.64,,Satisfactory
2315064,1,236.0,8.43,,Satisfactory
2315065,1,204.0,7.29,,Satisfactory
2315066,1,218.0,7.79,,Satisfactory
2315067,1,199.0,7.11,,Satisfactory
2315068,1,165.0,5.89,,Satisfactory
2315069,1,196.0,7.0,,Satisfactory
2315070,1,240.0,8.57,,Satisfactory
2315072,1,166.0,5.93,,Satisfactory
2315073,1,156.0,5.57,,Satisfactory
2315074,1,208.0,7.43,,Satisfactory
2315075,1,197.0,7.04,,Satisfactory
2315076,1,189.0,6.75,,Satisfactory
2315077,1,214.0,7.64,,Satisfactory
2315078,1,224.0,8.0,,Satisfactory
2315079,1,183.0,6.54,,Satisfactory
2315080,1,173.0,6.18,,Satisfactory
2315081,1,214.0,7.64,,Satisfactory
2315082,1,149.0,5.32,,Satisfactory
2315083,1,236.0,8.43,,Satisfactory
2315084,1,186.0,6.64,,Satisfactory
2315085,1,220.0,7.86,,Satisfactory
2315086,1,191.0,6.82,,Satisfactory
2315087,1,178.0,6.36,,Satisfactory
2315088,1,207.0,7.39,,Satisfactory
2315089,1,169.0,6.04,,Satisfactory
2315090,1,216.0,7.71,,Satisfactory
2315091,1,205.0,7.32,,Satisfactory
2315092,1,203.0,7.25,,Satisfactory
2315093,1,195.0,6.96,,Satisfactory
2315094,1,199.0,7.11,,Satisfactory
2315095,1,223.0,7.96,,Satisfactory
2315096,1,249.0,8.89,,Satisfactory
2315097,1,230.0,8.21,,Satisfactory
2315098,1,209.0,7.46,,Satisfactory
2315099,1,178.0,6.36,,Satisfactory
2315100,1,84.0,3.0,,Satisfactory
2316001,1,186.0,6.64,,Satisfactory
2316002,1,187.0,6.68,,Satisfactory
2316003,1,203.0,7.25,,Satisfactory
2316004,1,203.0,7.25,,Satisfactory
2316005,1,169.0,6.04,,Satisfactory
2316006,1,66.0,2.36,,Satisfactory
2316007,1,208.0,7.43,,Satisfactory
2316008,1,231.0,8.25,,Satisfactory
2316009,1,201.0,7.18,,Satisfactory
2316010,1,238.0,8.5,,Satisfactory
2316011,1,209.0,7.46,,Satisfactory
2316012,1,176.0,6.29,,Satisfactory
2316013,1,230.0,8.21,,Satisfactory
2316014,1,147.0,5.25,,Satisfactory
2316015,1,191.0,6.82,,Satisfactory
2316016,1,0.0,0.0,,Satisfactory
2316017,1,235.0,8.39,,Satisfactory
2316018,1,207.0,7.39,,Satisfactory
2316019,1,200.0,7.14,,Satisfactory
2316020,1,241.0,8.61,,Satisfactory
2316021,1,197.0,7.04,,Satisfactory
2316022,1,249.0,8.89,,Satisfactory
2316023,1,189.0,6.75,,Satisfactory
2316024,1,198.0,7.07,,Satisfactory
2316025,1,97.0,3.46,,Satisfactory
2316026,1,203.0,7.25,,Satisfactory
2316027,1,185.0,6.61,,Satisfactory
2316028,1,211.0,7.54,,Satisfactory
2316029,1,176.0,6.29,,Satisfactory
2316030,1,210.0,7.5,,Satisfactory
2316031,1,213.0,7.61,,Satisfactory
2316032,1,169.0,6.04,,Satisfactory
2316033,1,195.0,6.96,,Satisfactory
2316034,1,186.0,6.64,,Satisfactory
2316035,1,187.0,6.68,,Satisfactory
2316036,1,214.0,7.64,,Satisfactory
2316037,1,127.0,4.54,,Satisfactory
2316038,1,205.0,7.32,,Satisfactory
2316039,1,190.0,6.79,,Satisfactory
2316040,1,93.0,3.32,,Satisfactory
2316041,1,163.0,5.82,,Satisfactory
2316042,1,222.0,7.93,,Satisfactory
2316043,1,181.0,6.46,,Satisfactory
2316044,1,187.0,6.68,,Satisfactory
2316045,1,251.0,8.96,,Satisfactory
2316046,1,223.0,7.96,,Satisfactory
2316047,1,229.0,8.18,,Satisfactory
2316048,1,213.0,7.61,,Satisfactory
2316049,1,200.0,7.14,,Satisfactory
2316050,1,177.0,6.32,,Satisfactory
2316051,1,215.0,7.68,,Satisfactory
2316052,1,205.0,7.32,,Satisfactory
2316053,1,216.0,7.71,,Satisfactory
2316054,1,216.0,7.71,,Satisfactory
2316055,1,204.0,7.29,,Satisfactory
2316056,1,230.0,8.21,,Satisfactory
2316057,1,178.0,6.36,,Satisfactory
2316058,1,209.0,7.46,,Satisfactory
2316060,1,248.0,8.86,,Satisfactory
2316061,1,121.0,4.32,,Satisfactory
2316062,1,211.0,7.54,,Satisfactory
2316063,1,218.0,7.79,,Satisfactory
2316064,1,209.0,7.46,,Satisfactory
2316065,1,214.0,7.64,,Satisfactory
2316066,1,232.0,8.29,,Satisfactory
2316067,1,175.0,6.25,,Satisfactory
2316068,1,196.0,7.0,,Satisfactory
2316069,1,168.0,6.0,,Satisfactory
2316070,1,152.0,5.43,,Satisfactory
2316071,1,182.0,6.5,,Satisfactory
2316072,1,202.0,7.21,,Satisfactory
2316073,1,211.0,7.54,,Satisfactory
2316074,1,212.0,7.57,,Satisfactory
2316075,1,204.0,7.29,,Satisfactory
2316076,1,212.0,7.57,,Satisfactory
2316077,1,236.0,8.43,,Satisfactory
2316078,1,195.0,6.96,,Satisfactory
2316079,1,199.0,7.11,,Satisfactory
2316080,1,232.0,8.29,,Satisfactory
2316081,1,241.0,8.61,,Satisfactory
2316082,1,225.0,8.04,,Satisfactory
2316083,1,215.0,7.68,,Satisfactory
2316084,1,210.0,7.5,,Satisfactory
2316085,1,226.0,8.07,,Satisfactory
2316086,1,236.0,8.43,,Satisfactory
2316087,1,194.0,6.93,,Satisfactory
2316088,1,163.0,5.82,,Satisfactory
2316089,1,177.0,6.32,,Satisfactory
2316090,1,199.0,7.11,,Satisfactory
2316091,1,214.0,7.64,,Satisfactory
2316092,1,236.0,8.43,,Satisfactory
2316093,1,165.0,5.89,,Satisfactory
2316094,1,156.0,5.57,,Satisfactory
2316095,1,213.0,7.61,,Satisfactory
2316096,1,165.0,5.89,,Satisfactory
2316097,1,199.0,7.11,,Satisfactory
2316098,1,202.0,7.21,,Satisfactory
2316099,1,212.0,7.57,,Satisfactory
2316100,1,212.0,7.57,,Satisfactory
2316101,1,210.0,7.5,,Satisfactory
2316102,1,180.0,6.43,,Satisfactory
2316103,1,214.0,7.64,,Satisfactory
2316104,1,224.0,8.0,,Satisfactory
2316105,1,0.0,0.0,,Satisfactory
2316106,1,223.0,7.96,,Satisfactory
2316107,1,233.0,8.32,,Satisfactory
2316108,1,196.0,7.0,,Satisfactory
2316109,1,187.0,6.68,,Satisfactory
2316110,1,102.0,3.64,,Satisfactory
2316111,1,193.0,6.89,,Satisfactory
2316112,1,189.0,6.75,,Satisfactory
2316113,1,243.0,8.68,,Satisfactory
2316114,1,206.0,7.36,,Satisfactory
2316115,1,174.0,6.21,,Satisfactory
2316116,1,232.0,8.29,,Satisfactory
2316117,1,251.0,8.96,,Satisfactory
2316118,1,248.0,8.86,,Satisfactory
2316119,1,128.0,4.57,,Satisfactory
2316120,1,135.0,4.82,,Satisfactory
2316121,1,121.0,4.32,,Satisfactory
2316122,1,211.0,7.54,,Satisfactory
2316123,1,210.0,7.5,,Satisfactory
2316124,1,241.0,8.61,,Satisfactory
2316125,1,184.0,6.57,,Satisfactory
2316126,1,181.0,6.46,,Satisfactory
2316127,1,190.0,6.79,,Satisfactory
2316128,1,200.0,7.14,,Satisfactory
2316129,1,73.0,2.61,,Satisfactory
2316130,1,220.0,7.86,,Satisfactory
2316131,1,236.0,8.43,,Satisfactory
2316132,1,212.0,7.57,,Satisfactory
2316133,1,216.0,7.71,,Satisfactory
2316134,1,221.0,7.89,,Satisfactory
2316135,1,203.0,7.25,,Satisfactory
2316136,1,134.0,4.79,,Satisfactory
2316137,1,235.0,8.39,,Satisfactory
2316138,1,196.0,7.0,,Satisfactory
2316139,1,178.0,6.36,,Satisfactory
2316140,1,91.0,3.25,,Satisfactory
2316141,1,221.0,7.89,,Satisfactory
2316142,1,225.0,8.04,,Satisfactory
2316143,1,143.0,5.11,,Satisfactory
2316144,1,231.0,8.25,,Satisfactory
2316145,1,192.0,6.86,,Satisfactory
2316146,1,111.0,3.96,,Satisfactory
2316147,1,180.0,6.43,,Satisfactory
2316148,1,217.0,7.75,,Satisfactory
2316149,1,227.0,8.11,,Satisfactory
2316150,1,184.0,6.57,,Satisfactory
2316151,1,226.0,8.07,,Satisfactory
2316152,1,125.0,4.46,,Satisfactory
2316153,1,219.0,7.82,,Satisfactory
2316154,1,228.0,8.14,,Satisfactory
2316155,1,216.0,7.71,,Satisfactory
2316156,1,208.0,7.43,,Satisfactory
2316157,1,189.0,6.75,,Satisfactory
2316158,1,178.0,6.36,,Satisfactory
2316159,1,195.0,6.96,,Satisfactory
2316160,1,121.0,4.32,,Satisfactory
2316161,1,230.0,8.21,,Satisfactory
2316162,1,116.0,4.14,,Satisfactory
2316163,1,91.0,3.25,,Satisfactory
