regn_no,semester,GP,SGPA,CGPA,EAA
2315044,4,179.0,6.63,5.86,Satisfactory
2315045,4,193.0,7.15,7.68,Satisfactory
2315046,4,234.0,8.67,8.25,Satisfactory
2315047,4,192.0,7.11,6.72,Satisfactory
2315048,4,233.0,8.63,7.68,Satisfactory
2315049,4,196.0,7.26,6.84,Satisfactory
2315050,4,243.0,9.0,8.49,Satisfactory
2315051,4,230.0,8.52,8.55,Satisfactory
2315053,4,236.0,8.74,7.3,Satisfactory
2315054,4,196.0,7.26,6.72,Satisfactory
2315055,4,248.0,9.19,8.87,Satisfactory
2315056,4,233.0,8.63,8.34,Satisfactory
2315057,4,244.0,9.04,8.87,Satisfactory
2315058,4,223.0,8.26,8.26,Satisfactory
2315059,4,227.0,8.41,7.66,Satisfactory
2315060,4,218.0,8.07,7.99,Satisfactory
2315061,4,220.0,8.15,8.51,Satisfactory
2315062,4,176.0,6.52,6.22,Satisfactory
2315063,4,230.0,8.52,8.23,Satisfactory
2315064,4,258.0,9.56,9.16,Satisfactory
2315065,4,227.0,8.41,8.14,Satisfactory
2315066,4,254.0,9.41,8.76,Satisfactory
2315067,4,189.0,7.0,7.29,Satisfactory
2315068,4,193.0,7.15,6.48,Satisfactory
2315069,4,243.0,9.0,7.79,Satisfactory
2315070,4,256.0,9.48,9.09,Satisfactory
2315072,4,211.0,7.81,7.0,Satisfactory
2315073,4,228.0,8.44,7.64,Satisfactory
2315074,4,210.0,7.78,7.91,Satisfactory
2315075,4,233.0,8.63,7.87,Satisfactory
2315076,4,237.0,8.78,7.86,Satisfactory
2315077,4,245.0,9.07,8.43,Satisfactory
2315078,4,224.0,8.3,8.44,Satisfactory
2315079,4,174.0,6.44,6.65,Satisfactory
2315080,4,204.0,7.56,7.15,Satisfactory
2315081,4,216.0,8.0,8.17,Satisfactory
2315082,4,212.0,7.85,7.21,Satisfactory
2315084,4,253.0,9.37,8.09,Satisfactory
2315085,4,225.0,8.33,8.08,Satisfactory
2315086,4,238.0,8.81,7.86,Satisfactory
2315087,4,237.0,8.78,7.46,Satisfactory
2315088,4,233.0,8.63,7.96,Satisfactory
2315089,4,219.0,8.11,6.95,Satisfactory
2315090,4,239.0,8.85,8.57,Satisfactory
2315091,4,233.0,8.63,8.18,Satisfactory
2315092,4,211.0,7.81,7.76,Satisfactory
2315093,4,240.0,8.89,8.09,Satisfactory
2315094,4,133.0,4.93,6.44,Satisfactory
2315095,4,204.0,7.56,7.72,Satisfactory
2315097,4,256.0,9.48,9.05,Satisfactory
2315098,4,249.0,9.22,8.36,Satisfactory
2315099,4,228.0,8.44,7.55,Satisfactory
2315100,4,173.0,6.41,5.15,Satisfactory
2315101,4,248.0,9.19,8.99,Satisfactory
2315102,4,238.0,8.81,8.78,Satisfactory
2315103,4,244.0,9.04,8.86,Satisfactory
2315104,4,255.0,9.44,8.81,Satisfactory
2315105,4,262.0,9.7,9.16,Satisfactory
2315106,4,258.0,9.56,8.93,Satisfactory
2315107,4,235.0,8.7,8.66,Satisfactory
2315108,4,250.0,9.26,8.78,Satisfactory
